,d1,d2,d3,d4,d5,ruangan
0,-90,-60.0,-90,-90,-71.0,301
1,-39.0,-63.0,-70.0,-81.0,-75.0,301
2,-44.0,-69.0,-59.0,-68.0,-67.0,301
3,-44.0,-90,-55.0,-67.0,-72.0,301
4,-42.0,-67.0,-55.0,-67.0,-73.0,301
5,-43.0,-59.0,-56.0,-71.0,-64.0,301
6,-38.0,-66.0,-60.0,-69.0,-65.0,301
7,-43.0,-90,-64.0,-67.0,-70.0,301
8,-31.0,-90,-61.0,-72.0,-64.0,301
9,-37.0,-64.0,-54.0,-71.0,-68.0,301
10,-37.0,-59.0,-90,-72.0,-74.0,301
11,-42.0,-56.0,-58.0,-75.0,-66.0,301
12,-36.0,-90,-52.0,-75.0,-73.0,301
13,-38.0,-59.0,-52.0,-66.0,-77.0,301
14,-36.0,-57.0,-48.0,-71.0,-72.0,301
15,-90,-57.0,-90,-67.0,-65.0,301
16,-90,-58.0,-90,-67.0,-61.0,301
17,-37.0,-57.0,-52.0,-68.0,-60.0,301
18,-41.0,-65.0,-46.0,-64.0,-65.0,301
19,-31.0,-65.0,-57.0,-70.0,-64.0,301
20,-39.0,-74.0,-55.0,-74.0,-74.0,301
21,-37.0,-63.0,-50.0,-75.0,-80.0,301
22,-49.0,-67.0,-90,-73.0,-64.0,301
23,-39.0,-59.0,-90,-65.0,-60.0,301
24,-44.0,-65.0,-50.0,-69.0,-68.0,301
25,-44.0,-64.0,-52.0,-62.0,-64.0,301
26,-42.0,-63.0,-52.0,-71.0,-67.0,301
27,-39.0,-58.0,-54.0,-70.0,-68.0,301
28,-39.0,-65.0,-55.0,-65.0,-65.0,301
29,-45.0,-61.0,-49.0,-62.0,-65.0,301
30,-51.0,-58.0,-48.0,-70.0,-58.0,301
31,-43.0,-58.0,-47.0,-66.0,-62.0,301
32,-47.0,-65.0,-50.0,-69.0,-65.0,301
33,-44.0,-60.0,-47.0,-71.0,-69.0,301
34,-41.0,-59.0,-53.0,-68.0,-63.0,301
35,-40.0,-58.0,-57.0,-67.0,-65.0,301
36,-41.0,-53.0,-52.0,-69.0,-65.0,301
37,-40.0,-48.0,-49.0,-66.0,-67.0,301
38,-42.0,-52.0,-43.0,-60.0,-71.0,301
39,-90,-90,-90,-90,-66.0,301
40,-33.0,-54.0,-43.0,-68.0,-66.0,301
41,-35.0,-90,-47.0,-71.0,-62.0,301
42,-36.0,-66.0,-49.0,-63.0,-65.0,301
43,-36.0,-65.0,-48.0,-64.0,-66.0,301
44,-38.0,-63.0,-55.0,-64.0,-63.0,301
45,-38.0,-64.0,-50.0,-61.0,-63.0,301
46,-36.0,-58.0,-50.0,-74.0,-72.0,301
47,-43.0,-55.0,-44.0,-70.0,-74.0,301
48,-41.0,-60.0,-90,-66.0,-65.0,301
49,-42.0,-63.0,-55.0,-66.0,-62.0,301
50,-41.0,-60.0,-52.0,-67.0,-64.0,301
51,-46.0,-62.0,-54.0,-65.0,-70.0,301
52,-42.0,-61.0,-54.0,-69.0,-60.0,301
53,-40.0,-57.0,-53.0,-70.0,-65.0,301
54,-36.0,-63.0,-62.0,-63.0,-70.0,301
55,-30.0,-57.0,-53.0,-70.0,-68.0,301
56,-40.0,-52.0,-46.0,-73.0,-67.0,301
57,-44.0,-55.0,-50.0,-65.0,-62.0,301
58,-32.0,-55.0,-45.0,-77.0,-68.0,301
59,-30.0,-55.0,-45.0,-71.0,-61.0,301
60,-34.0,-57.0,-48.0,-68.0,-64.0,301
61,-41.0,-90,-54.0,-74.0,-70.0,301
62,-35.0,-63.0,-55.0,-72.0,-67.0,301
63,-38.0,-61.0,-46.0,-66.0,-65.0,301
64,-34.0,-62.0,-60.0,-67.0,-63.0,301
65,-32.0,-55.0,-59.0,-73.0,-65.0,301
66,-30.0,-58.0,-61.0,-66.0,-67.0,301
67,-42.0,-55.0,-48.0,-70.0,-64.0,301
68,-41.0,-64.0,-50.0,-66.0,-69.0,301
69,-90,-56.0,-54.0,-67.0,-61.0,301
70,-32.0,-56.0,-57.0,-71.0,-61.0,301
71,-29.0,-61.0,-61.0,-61.0,-70.0,301
72,-28.0,-64.0,-54.0,-69.0,-62.0,301
73,-36.0,-66.0,-90,-75.0,-67.0,301
74,-28.0,-56.0,-55.0,-65.0,-69.0,301
75, -28, -52, -55, -69, -69,301
76,-41.0,-51.0,-47.0,-61.0,-78.0,301
77,-41.0,-53.0,-54.0,-66.0,-73.0,301
78,-37.0,-48.0,-52.0,-70.0,-65.0,301
79,-37.0,-49.0,-49.0,-68.0,-70.0,301
80,-42.0,-54.0,-48.0,-62.0,-66.0,301
81,-32.0,-58.0,-46.0,-66.0,-66.0,301
82,-33.0,-57.0,-50.0,-66.0,-63.0,301
83,-33.0,-52.0,-51.0,-67.0,-69.0,301
84,-31.0,-62.0,-58.0,-68.0,-73.0,301
85,-26.0,-57.0,-56.0,-75.0,-70.0,301
86,-32.0,-57.0,-63.0,-77.0,-74.0,301
87,-34.0,-64.0,-90,-77.0,-79.0,301
88,-30.0,-72.0,-59.0,-75.0,-68.0,301
89,-37.0,-59.0,-66.0,-68.0,-66.0,301
90,-37.0,-56.0,-58.0,-68.0,-72.0,301
91,-46.0,-60.0,-53.0,-65.0,-68.0,301
92,-50.0,-48.0,-48.0,-69.0,-68.0,301
93,-47.0,-48.0,-54.0,-71.0,-65.0,301
94,-42.0,-55.0,-55.0,-70.0,-66.0,301
95,-39.0,-55.0,-61.0,-63.0,-68.0,301
96,-42.0,-55.0,-58.0,-68.0,-63.0,301
97,-34.0,-51.0,-53.0,-66.0,-64.0,301
98,-34.0,-52.0,-55.0,-67.0,-63.0,301
99,-29.0,-56.0,-55.0,-69.0,-65.0,301
100,-42.0,-56.0,-60.0,-71.0,-68.0,301
101,-33.0,-56.0,-55.0,-64.0,-67.0,301
102,-36.0,-53.0,-56.0,-63.0,-67.0,301
103,-48.0,-59.0,-53.0,-64.0,-63.0,301
104,-41.0,-60.0,-51.0,-66.0,-74.0,301
105,-47.0,-51.0,-52.0,-66.0,-75.0,301
106,-46.0,-57.0,-59.0,-61.0,-75.0,301
107,-41.0,-57.0,-57.0,-68.0,-69.0,301
108,-37.0,-55.0,-57.0,-69.0,-73.0,301
109,-43.0,-56.0,-56.0,-66.0,-79.0,301
110,-46.0,-61.0,-57.0,-77.0,-75.0,301
111,-42.0,-66.0,-60.0,-74.0,-80.0,301
112,-45.0,-54.0,-60.0,-64.0,-90,301
113,-36.0,-49.0,-56.0,-69.0,-69.0,301
114,-38.0,-53.0,-58.0,-66.0,-71.0,301
115,-30.0,-57.0,-59.0,-69.0,-68.0,301
116,-31.0,-60.0,-55.0,-71.0,-69.0,301
117,-35.0,-52.0,-56.0,-75.0,-73.0,301
118,-38.0,-48.0,-51.0,-75.0,-71.0,301
119,-43.0,-50.0,-53.0,-72.0,-66.0,301
120,-90,-58.0,-90,-63.0,-70.0,301
121,-90,-56.0,-90,-90,-71.0,301
122,-29.0,-52.0,-53.0,-61.0,-67.0,301
123,-27.0,-54.0,-53.0,-68.0,-66.0,301
124,-29.0,-53.0,-60.0,-69.0,-67.0,301
125,-41.0,-54.0,-55.0,-68.0,-64.0,301
126,-37.0,-54.0,-63.0,-63.0,-61.0,301
127,-36.0,-56.0,-50.0,-70.0,-65.0,301
128,-38.0,-62.0,-48.0,-70.0,-64.0,301
129,-40.0,-57.0,-55.0,-76.0,-61.0,301
130,-39.0,-56.0,-46.0,-73.0,-63.0,301
131,-38.0,-61.0,-56.0,-63.0,-63.0,301
132,-41.0,-66.0,-53.0,-69.0,-67.0,301
133,-47.0,-64.0,-53.0,-68.0,-63.0,301
134,-36.0,-63.0,-48.0,-69.0,-66.0,301
135,-38.0,-60.0,-48.0,-70.0,-58.0,301
136,-39.0,-67.0,-46.0,-73.0,-65.0,301
137,-38.0,-54.0,-52.0,-70.0,-66.0,301
138,-34.0,-60.0,-50.0,-68.0,-70.0,301
139,-38.0,-63.0,-50.0,-69.0,-64.0,301
140,-42.0,-60.0,-51.0,-68.0,-64.0,301
141,-41.0,-64.0,-50.0,-64.0,-68.0,301
142,-44.0,-52.0,-59.0,-67.0,-66.0,301
143,-43.0,-52.0,-49.0,-72.0,-71.0,301
144,-41.0,-55.0,-52.0,-64.0,-65.0,301
145,-37.0,-59.0,-47.0,-68.0,-63.0,301
146,-38.0,-60.0,-60.0,-69.0,-70.0,301
147,-42.0,-47.0,-59.0,-71.0,-76.0,301
148,-49.0,-56.0,-54.0,-64.0,-66.0,301
149,-44.0,-56.0,-65.0,-62.0,-65.0,301
150,-46.0,-51.0,-52.0,-68.0,-67.0,301
151,-47.0,-60.0,-51.0,-67.0,-69.0,301
152,-37.0,-56.0,-90,-68.0,-63.0,301
153,-33.0,-54.0,-59.0,-66.0,-70.0,301
154,-35.0,-50.0,-53.0,-71.0,-73.0,301
155,-27.0,-53.0,-49.0,-70.0,-62.0,301
156,-26.0,-59.0,-44.0,-65.0,-64.0,301
157,-28.0,-59.0,-50.0,-69.0,-62.0,301
158,-29.0,-61.0,-50.0,-62.0,-67.0,301
159,-28.0,-59.0,-53.0,-70.0,-62.0,301
160,-46.0,-46.0,-41.0,-67.0,-61.0,302
161,-52.0,-52.0,-61.0,-72.0,-76.0,302
162,-90,-49.0,-90,-62.0,-66.0,302
163,-45.0,-48.0,-90,-60.0,-68.0,302
164,-47.0,-54.0,-90,-90,-64.0,302
165,-46.0,-57.0,-41.0,-90,-63.0,302
166,-47.0,-58.0,-43.0,-90,-66.0,302
167,-47.0,-48.0,-47.0,-90,-64.0,302
168,-90,-55.0,-90,-66.0,-67.0,302
169,-90,-59.0,-42.0,-67.0,-60.0,302
170,-48.0,-51.0,-90,-71.0,-61.0,302
171,-90,-54.0,-90,-90,-65.0,302
172,-90,-51.0,-37.0,-74.0,-62.0,302
173,-90,-58.0,-90,-72.0,-57.0,302
174,-45.0,-53.0,-40.0,-65.0,-58.0,302
175,-47.0,-51.0,-42.0,-59.0,-62.0,302
176,-52.0,-50.0,-35.0,-68.0,-63.0,302
177,-54.0,-48.0,-38.0,-62.0,-64.0,302
178,-90,-52.0,-47.0,-60.0,-66.0,302
179,-56.0,-47.0,-41.0,-65.0,-69.0,302
180,-55.0,-50.0,-42.0,-62.0,-67.0,302
181,-44.0,-49.0,-47.0,-62.0,-66.0,302
182,-51.0,-51.0,-54.0,-62.0,-70.0,302
183,-46.0,-52.0,-56.0,-90,-66.0,302
184,-49.0,-48.0,-52.0,-64.0,-64.0,302
185,-41.0,-50.0,-50.0,-60.0,-65.0,302
186,-37.0,-53.0,-45.0,-64.0,-61.0,302
187,-44.0,-62.0,-51.0,-67.0,-68.0,302
188,-40.0,-48.0,-56.0,-62.0,-58.0,302
189,-50.0,-56.0,-40.0,-90,-66.0,302
190,-50.0,-57.0,-39.0,-90,-59.0,302
191,-46.0,-55.0,-45.0,-63.0,-55.0,302
192,-45.0,-53.0,-49.0,-63.0,-61.0,302
193,-42.0,-56.0,-50.0,-56.0,-58.0,302
194,-45.0,-53.0,-40.0,-75.0,-55.0,302
195,-45.0,-53.0,-38.0,-56.0,-59.0,302
196,-42.0,-58.0,-43.0,-61.0,-57.0,302
197,-43.0,-57.0,-43.0,-58.0,-60.0,302
198,-44.0,-52.0,-44.0,-64.0,-63.0,302
199,-40.0,-58.0,-90,-62.0,-60.0,302
200,-42.0,-54.0,-44.0,-63.0,-66.0,302
201,-40.0,-59.0,-43.0,-68.0,-64.0,302
202,-36.0,-55.0,-42.0,-67.0,-65.0,302
203,-38.0,-45.0,-42.0,-72.0,-68.0,302
204,-30.0,-52.0,-47.0,-71.0,-59.0,302
205,-40.0,-48.0,-46.0,-67.0,-65.0,302
206,-39.0,-49.0,-42.0,-59.0,-62.0,302
207,-41.0,-47.0,-38.0,-60.0,-62.0,302
208,-46.0,-49.0,-90,-61.0,-54.0,302
209,-49.0,-47.0,-47.0,-72.0,-62.0,302
210,-45.0,-49.0,-37.0,-56.0,-57.0,302
211,-43.0,-60.0,-44.0,-62.0,-61.0,302
212,-45.0,-48.0,-29.0,-59.0,-60.0,302
213,-49.0,-42.0,-90,-64.0,-58.0,302
214,-50.0,-48.0,-37.0,-62.0,-65.0,302
215,-36.0,-51.0,-47.0,-64.0,-60.0,302
216,-36.0,-56.0,-49.0,-68.0,-65.0,302
217,-47.0,-50.0,-49.0,-66.0,-60.0,302
218,-31.0,-50.0,-49.0,-63.0,-60.0,302
219,-90,-52.0,-90,-60.0,-69.0,302
220,-40.0,-57.0,-44.0,-64.0,-63.0,302
221,-44.0,-50.0,-90,-61.0,-61.0,302
222,-42.0,-50.0,-39.0,-60.0,-59.0,302
223,-47.0,-49.0,-90,-68.0,-65.0,302
224,-51.0,-50.0,-90,-67.0,-61.0,302
225,-48.0,-56.0,-28.0,-58.0,-60.0,302
226,-52.0,-59.0,-26.0,-71.0,-57.0,302
227,-49.0,-51.0,-33.0,-61.0,-57.0,302
228,-55.0,-55.0,-41.0,-62.0,-66.0,302
229,-45.0,-50.0,-43.0,-65.0,-68.0,302
230,-51.0,-50.0,-49.0,-58.0,-65.0,302
231,-54.0,-54.0,-46.0,-63.0,-64.0,302
232,-48.0,-52.0,-38.0,-67.0,-74.0,302
233,-40.0,-48.0,-47.0,-67.0,-65.0,302
234,-40.0,-56.0,-90,-63.0,-68.0,302
235,-43.0,-56.0,-51.0,-70.0,-67.0,302
236,-35.0,-52.0,-54.0,-68.0,-64.0,302
237,-33.0,-46.0,-43.0,-67.0,-63.0,302
238,-34.0,-52.0,-49.0,-71.0,-64.0,302
239,-40.0,-50.0,-48.0,-70.0,-64.0,302
240,-44.0,-57.0,-45.0,-63.0,-65.0,302
241,-48.0,-54.0,-37.0,-64.0,-56.0,302
242,-47.0,-64.0,-42.0,-69.0,-61.0,302
243,-47.0,-51.0,-43.0,-65.0,-61.0,302
244,-50.0,-55.0,-44.0,-64.0,-62.0,302
245,-43.0,-46.0,-90,-68.0,-71.0,302
246,-46.0,-49.0,-50.0,-66.0,-63.0,302
247,-49.0,-55.0,-42.0,-63.0,-73.0,302
248,-42.0,-53.0,-45.0,-65.0,-67.0,302
249,-48.0,-51.0,-45.0,-60.0,-67.0,302
250,-48.0,-58.0,-45.0,-71.0,-67.0,302
251,-44.0,-48.0,-59.0,-72.0,-69.0,302
252,-42.0,-47.0,-90,-70.0,-70.0,302
253,-90,-50.0,-56.0,-66.0,-65.0,302
254,-45.0,-42.0,-51.0,-73.0,-66.0,302
255,-44.0,-44.0,-50.0,-61.0,-68.0,302
256,-45.0,-43.0,-49.0,-66.0,-64.0,302
257,-47.0,-42.0,-48.0,-69.0,-64.0,302
258,-52.0,-42.0,-46.0,-69.0,-66.0,302
259,-50.0,-47.0,-44.0,-64.0,-64.0,302
260,-44.0,-52.0,-46.0,-66.0,-62.0,302
261,-47.0,-53.0,-49.0,-66.0,-63.0,302
262,-46.0,-50.0,-50.0,-57.0,-62.0,302
263,-48.0,-46.0,-45.0,-65.0,-68.0,302
264,-46.0,-57.0,-43.0,-65.0,-63.0,302
265,-45.0,-48.0,-43.0,-66.0,-66.0,302
266,-52.0,-48.0,-43.0,-64.0,-66.0,302
267,-55.0,-37.0,-41.0,-66.0,-66.0,302
268,-46.0,-41.0,-45.0,-61.0,-67.0,302
269,-46.0,-49.0,-45.0,-63.0,-66.0,302
270,-47.0,-49.0,-53.0,-63.0,-65.0,302
271,-51.0,-48.0,-51.0,-64.0,-67.0,302
272,-42.0,-53.0,-47.0,-64.0,-66.0,302
273,-51.0,-48.0,-48.0,-67.0,-70.0,302
274,-40.0,-44.0,-48.0,-63.0,-65.0,302
275,-42.0,-47.0,-47.0,-64.0,-74.0,302
276,-42.0,-48.0,-53.0,-66.0,-76.0,302
277,-47.0,-51.0,-47.0,-70.0,-64.0,302
278,-47.0,-50.0,-42.0,-66.0,-72.0,302
279,-58.0,-31.0,-47.0,-69.0,-73.0,302
280,-49.0,-33.0,-48.0,-59.0,-90,302
281,-50.0,-37.0,-90,-90,-67.0,302
282,-44.0,-39.0,-50.0,-64.0,-68.0,302
283,-45.0,-47.0,-49.0,-67.0,-62.0,302
284,-47.0,-49.0,-45.0,-68.0,-61.0,302
285,-44.0,-50.0,-47.0,-90,-66.0,302
286,-90,-47.0,-47.0,-65.0,-63.0,302
287,-38.0,-47.0,-53.0,-63.0,-66.0,302
288,-42.0,-45.0,-46.0,-73.0,-59.0,302
289,-51.0,-47.0,-41.0,-66.0,-60.0,302
290,-49.0,-48.0,-45.0,-61.0,-64.0,302
291,-40.0,-51.0,-90,-62.0,-58.0,302
292,-30.0,-52.0,-36.0,-64.0,-63.0,302
293,-33.0,-53.0,-45.0,-67.0,-61.0,302
294,-29.0,-51.0,-90,-65.0,-58.0,302
295,-36.0,-51.0,-90,-65.0,-62.0,302
296,-38.0,-56.0,-53.0,-66.0,-67.0,302
297,-38.0,-56.0,-51.0,-64.0,-62.0,302
298,-39.0,-53.0,-49.0,-65.0,-61.0,302
299,-44.0,-59.0,-49.0,-61.0,-60.0,302
300,-50.0,-60.0,-40.0,-66.0,-60.0,302
301,-41.0,-64.0,-49.0,-61.0,-58.0,302
302,-43.0,-50.0,-47.0,-63.0,-68.0,302
303,-40.0,-48.0,-44.0,-63.0,-58.0,302
304,-47.0,-49.0,-41.0,-64.0,-59.0,302
305,-41.0,-47.0,-41.0,-66.0,-63.0,302
306,-41.0,-52.0,-41.0,-61.0,-69.0,302
307,-48.0,-45.0,-36.0,-68.0,-60.0,302
308,-45.0,-45.0,-37.0,-60.0,-66.0,302
309,-47.0,-44.0,-38.0,-60.0,-66.0,302
310,-47.0,-47.0,-44.0,-61.0,-62.0,302
311,-48.0,-44.0,-45.0,-70.0,-64.0,302
312,-46.0,-45.0,-90,-60.0,-67.0,302
313,-46.0,-49.0,-39.0,-61.0,-70.0,302
314,-49.0,-49.0,-38.0,-90,-64.0,302
315,-47.0,-47.0,-41.0,-58.0,-59.0,302
316,-49.0,-51.0,-43.0,-67.0,-68.0,302
317,-44.0,-53.0,-38.0,-62.0,-59.0,302
318,-47.0,-49.0,-37.0,-62.0,-57.0,302
319,-44.0,-45.0,-47.0,-90,-59.0,302
320,-66.0,-67.0,-90,-90,-49.0,303
321,-58.0,-62.0,-38.0,-69.0,-47.0,303
322,-61.0,-61.0,-31.0,-68.0,-61.0,303
323,-57.0,-62.0,-40.0,-65.0,-59.0,303
324,-57.0,-66.0,-36.0,-65.0,-63.0,303
325,-56.0,-68.0,-36.0,-59.0,-59.0,303
326,-55.0,-62.0,-34.0,-59.0,-56.0,303
327,-54.0,-66.0,-38.0,-90,-57.0,303
328,-58.0,-67.0,-37.0,-61.0,-54.0,303
329,-61.0,-62.0,-36.0,-65.0,-62.0,303
330,-62.0,-59.0,-36.0,-57.0,-61.0,303
331,-58.0,-62.0,-42.0,-64.0,-67.0,303
332,-53.0,-57.0,-37.0,-67.0,-62.0,303
333,-51.0,-66.0,-42.0,-71.0,-57.0,303
334,-54.0,-60.0,-39.0,-63.0,-70.0,303
335,-69.0,-54.0,-38.0,-61.0,-60.0,303
336,-59.0,-54.0,-31.0,-62.0,-59.0,303
337,-58.0,-61.0,-33.0,-62.0,-57.0,303
338,-59.0,-57.0,-37.0,-65.0,-53.0,303
339,-57.0,-63.0,-34.0,-58.0,-58.0,303
340,-64.0,-64.0,-36.0,-61.0,-58.0,303
341,-55.0,-62.0,-37.0,-64.0,-55.0,303
342,-59.0,-67.0,-38.0,-71.0,-53.0,303
343,-59.0,-69.0,-36.0,-62.0,-54.0,303
344,-61.0,-61.0,-31.0,-67.0,-51.0,303
345,-65.0,-69.0,-39.0,-67.0,-51.0,303
346,-60.0,-65.0,-43.0,-57.0,-56.0,303
347,-43.0,-57.0,-36.0,-58.0,-54.0,303
348,-51.0,-56.0,-30.0,-90,-52.0,303
349,-58.0,-65.0,-28.0,-66.0,-50.0,303
350,-57.0,-60.0,-90,-65.0,-50.0,303
351,-48.0,-59.0,-37.0,-65.0,-49.0,303
352,-60.0,-56.0,-29.0,-59.0,-65.0,303
353,-53.0,-58.0,-39.0,-61.0,-61.0,303
354,-50.0,-55.0,-45.0,-68.0,-54.0,303
355,-56.0,-58.0,-38.0,-68.0,-53.0,303
356,-52.0,-55.0,-36.0,-64.0,-59.0,303
357,-46.0,-59.0,-33.0,-65.0,-54.0,303
358,-43.0,-62.0,-32.0,-66.0,-52.0,303
359,-48.0,-61.0,-43.0,-62.0,-53.0,303
360,-57.0,-64.0,-39.0,-55.0,-51.0,303
361,-51.0,-64.0,-39.0,-63.0,-52.0,303
362,-57.0,-60.0,-36.0,-66.0,-48.0,303
363,-68.0,-61.0,-33.0,-61.0,-56.0,303
364,-55.0,-59.0,-52.0,-59.0,-51.0,303
365,-49.0,-58.0,-29.0,-57.0,-48.0,303
366,-56.0,-56.0,-36.0,-64.0,-53.0,303
367,-49.0,-56.0,-46.0,-60.0,-51.0,303
368,-53.0,-63.0,-42.0,-65.0,-58.0,303
369,-54.0,-57.0,-31.0,-56.0,-58.0,303
370,-54.0,-64.0,-38.0,-55.0,-51.0,303
371,-49.0,-55.0,-40.0,-62.0,-64.0,303
372,-51.0,-58.0,-35.0,-57.0,-57.0,303
373,-50.0,-65.0,-38.0,-57.0,-58.0,303
374,-54.0,-58.0,-47.0,-62.0,-54.0,303
375,-51.0,-56.0,-37.0,-59.0,-55.0,303
376,-53.0,-56.0,-36.0,-63.0,-49.0,303
377,-59.0,-59.0,-27.0,-90,-51.0,303
378,-58.0,-59.0,-31.0,-63.0,-55.0,303
379,-53.0,-58.0,-32.0,-56.0,-46.0,303
380,-60.0,-55.0,-33.0,-56.0,-61.0,303
381,-60.0,-54.0,-38.0,-56.0,-48.0,303
382,-59.0,-59.0,-32.0,-51.0,-50.0,303
383,-52.0,-58.0,-37.0,-52.0,-52.0,303
384,-56.0,-57.0,-38.0,-54.0,-51.0,303
385,-60.0,-61.0,-33.0,-57.0,-58.0,303
386,-58.0,-62.0,-40.0,-54.0,-64.0,303
387,-54.0,-59.0,-28.0,-52.0,-56.0,303
388,-53.0,-55.0,-32.0,-52.0,-60.0,303
389,-58.0,-54.0,-32.0,-54.0,-58.0,303
390,-52.0,-69.0,-41.0,-62.0,-57.0,303
391,-57.0,-62.0,-34.0,-58.0,-61.0,303
392,-58.0,-60.0,-42.0,-51.0,-61.0,303
393,-56.0,-62.0,-57.0,-54.0,-58.0,303
394,-51.0,-58.0,-37.0,-55.0,-65.0,303
395,-59.0,-58.0,-32.0,-62.0,-67.0,303
396,-60.0,-59.0,-35.0,-53.0,-51.0,303
397,-55.0,-58.0,-43.0,-61.0,-56.0,303
398,-63.0,-57.0,-30.0,-64.0,-53.0,303
399,-60.0,-59.0,-44.0,-56.0,-52.0,303
400,-54.0,-58.0,-40.0,-62.0,-54.0,303
401,-53.0,-58.0,-42.0,-52.0,-53.0,303
402,-51.0,-62.0,-47.0,-60.0,-54.0,303
403,-49.0,-52.0,-36.0,-58.0,-55.0,303
404,-63.0,-57.0,-33.0,-61.0,-61.0,303
405,-48.0,-60.0,-42.0,-59.0,-65.0,303
406,-60.0,-58.0,-43.0,-56.0,-56.0,303
407,-53.0,-61.0,-51.0,-59.0,-60.0,303
408,-57.0,-51.0,-35.0,-62.0,-64.0,303
409,-53.0,-57.0,-39.0,-63.0,-52.0,303
410,-53.0,-68.0,-31.0,-57.0,-57.0,303
411,-64.0,-64.0,-39.0,-54.0,-54.0,303
412,-54.0,-57.0,-45.0,-57.0,-59.0,303
413,-60.0,-59.0,-53.0,-54.0,-57.0,303
414,-54.0,-58.0,-45.0,-54.0,-59.0,303
415,-58.0,-56.0,-42.0,-56.0,-65.0,303
416,-62.0,-47.0,-35.0,-59.0,-54.0,303
417,-56.0,-48.0,-36.0,-61.0,-60.0,303
418,-53.0,-50.0,-34.0,-61.0,-57.0,303
419,-56.0,-52.0,-41.0,-54.0,-60.0,303
420,-49.0,-45.0,-41.0,-57.0,-59.0,303
421,-49.0,-47.0,-40.0,-64.0,-57.0,303
422,-53.0,-49.0,-38.0,-64.0,-63.0,303
423,-49.0,-54.0,-33.0,-63.0,-63.0,303
424,-54.0,-63.0,-44.0,-61.0,-56.0,303
425,-47.0,-54.0,-41.0,-53.0,-66.0,303
426,-58.0,-50.0,-37.0,-55.0,-60.0,303
427,-51.0,-58.0,-43.0,-90,-73.0,303
428,-62.0,-56.0,-48.0,-52.0,-61.0,303
429,-53.0,-54.0,-44.0,-56.0,-57.0,303
430,-60.0,-57.0,-48.0,-58.0,-60.0,303
431,-57.0,-56.0,-90,-55.0,-54.0,303
432,-53.0,-54.0,-41.0,-55.0,-56.0,303
433,-56.0,-59.0,-40.0,-54.0,-55.0,303
434,-56.0,-60.0,-44.0,-55.0,-57.0,303
435,-56.0,-61.0,-50.0,-57.0,-59.0,303
436,-58.0,-60.0,-43.0,-58.0,-52.0,303
437,-57.0,-55.0,-46.0,-59.0,-56.0,303
438,-58.0,-56.0,-41.0,-62.0,-63.0,303
439,-53.0,-49.0,-45.0,-51.0,-65.0,303
440,-49.0,-53.0,-36.0,-54.0,-60.0,303
441,-51.0,-56.0,-42.0,-56.0,-60.0,303
442,-56.0,-65.0,-90,-56.0,-59.0,303
443,-58.0,-49.0,-45.0,-65.0,-59.0,303
444,-90,-45.0,-90,-90,-58.0,303
445,-54.0,-44.0,-42.0,-58.0,-63.0,303
446,-52.0,-52.0,-45.0,-65.0,-63.0,303
447,-55.0,-57.0,-90,-64.0,-69.0,303
448,-56.0,-58.0,-45.0,-62.0,-60.0,303
449,-53.0,-53.0,-45.0,-73.0,-63.0,303
450,-51.0,-58.0,-49.0,-63.0,-64.0,303
451,-52.0,-60.0,-46.0,-55.0,-65.0,303
452,-53.0,-56.0,-42.0,-59.0,-60.0,303
453,-57.0,-54.0,-40.0,-60.0,-55.0,303
454,-50.0,-58.0,-40.0,-63.0,-58.0,303
455,-55.0,-64.0,-40.0,-61.0,-57.0,303
456,-59.0,-56.0,-41.0,-68.0,-58.0,303
457,-57.0,-59.0,-47.0,-56.0,-59.0,303
458,-61.0,-59.0,-44.0,-58.0,-59.0,303
459,-61.0,-64.0,-43.0,-56.0,-58.0,303
460,-63.0,-57.0,-40.0,-55.0,-55.0,303
461,-90,-66.0,-90,-57.0,-58.0,303
462,-61.0,-56.0,-38.0,-58.0,-58.0,303
463,-61.0,-62.0,-46.0,-60.0,-63.0,303
464,-55.0,-59.0,-45.0,-58.0,-90,303
465,-57.0,-56.0,-45.0,-59.0,-57.0,303
466,-56.0,-60.0,-90,-61.0,-59.0,303
467,-56.0,-57.0,-38.0,-62.0,-57.0,303
468,-90,-57.0,-35.0,-61.0,-60.0,303
469,-52.0,-50.0,-42.0,-64.0,-58.0,303
470,-58.0,-47.0,-41.0,-61.0,-56.0,303
471,-57.0,-58.0,-41.0,-60.0,-58.0,303
472,-61.0,-55.0,-36.0,-60.0,-57.0,303
473,-58.0,-58.0,-36.0,-60.0,-57.0,303
474,-90,-56.0,-90,-90,-58.0,303
475,-57.0,-55.0,-27.0,-61.0,-57.0,303
476,-54.0,-57.0,-29.0,-50.0,-55.0,303
477,-53.0,-59.0,-38.0,-55.0,-60.0,303
478,-45.0,-57.0,-36.0,-57.0,-63.0,303
479,-49.0,-58.0,-44.0,-61.0,-58.0,303
